Id,Harapan Lama Sekolah (2019),Harapan Lama Sekolah (2020),Harapan Lama Sekolah (2021),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang)(2019),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2020),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2021),Rata-rata Lama Sekolah (2019),Rata-rata Lama Sekolah (2020),Rata-rata Lama Sekolah (2021),Umur Harapan Hidup Saat Lahir (UHH) (2019),Umur Harapan Hidup Saat Lahir (UHH) (2020),Umur Harapan Hidup Saat Lahir (UHH) (2021),Indeks Pembangunan Manusia (2019),Indeks Pembangunan Manusia (2020),Indeks Pembangunan Manusia (2021),Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2019) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2020) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2021) ,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2019),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2020),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2021)
17,2.5556757206762075,2.5764217586237734,2.5982353350950036,9.318835968129482,9.305650551780507,9.3171298661577,2.080690761080268,2.081938421878423,2.089391872533004,72.54,72.61,72.65,4.274580612525034,4.277360322445531,4.2844138058068815,0.22,0.33,0.25,0.2151113796169455,0.4382549309311553,0.30010459245033816
18,2.514465452029545,2.5152741864043966,2.5241273629412815,9.394743094973961,9.368881400104733,9.379576689221482,2.0425181875752383,2.0744289998562917,2.075684492802124,70.08,70.34,70.45,4.255612709818223,4.25858700561615,4.2626798770413155,0.19,0.14,0.12,-0.23572233352106983,-0.37106368139083207,-0.4307829160924542
19,2.532902848056256,2.543175557911976,2.556451816951096,9.348013177101256,9.331052447138447,9.347490210123416,2.172476407647025,2.2082744135228043,2.209372711271867,70.33,70.44,70.57,4.273605885719461,4.279301532151069,4.28496492183075,0.29,0.21,0.24,0.03922071315328133,-0.3285040669720361,0.0769610411361284
22,2.589266665112243,2.5900171341906173,2.5945081597030812,9.218804450388312,9.211739392889891,9.221873607789856,2.0980179272527715,2.1090003439213802,2.122261538862764,70.19,70.34,70.44,4.25405120762004,4.25575454373095,4.260564966136689,0.72,0.49,0.46,0.9969486348916096,0.7514160886839212,0.5709795465857378
23,2.50470927708418,2.505525936990736,2.506341930508065,9.207335862955883,9.203215047033595,9.207235557022704,2.060513531794317,2.086913556518537,2.0881534822818573,67.43,67.58,67.65,4.212127597878484,4.216562194946349,4.21803603456465,0.38,0.55,0.8,0.62057648772511,0.6981347220709843,0.9895411936137477
24,2.673458756332591,2.6741486494265287,2.6748380668960965,9.52134826973146,9.522446728338489,9.531408863445597,2.33214389523559,2.34660197841082,2.365559892155434,71.18,71.27,71.31,4.35182512594076,4.35491234218231,4.35939751661352,0.15,0.24,0.13,-0.342490308946776,-0.06187540371808753,-0.3285040669720361
25,2.4731713935695794,2.479894107964456,2.4807312783775197,9.399968503952575,9.379323364330956,9.388653907372598,2.0476928433652555,2.048982334195127,2.050270164379556,70.23,70.4,70.57,4.250350662548819,4.250065437218876,4.25291403621107,0.09,0.12,0.04,-0.7765287894989963,-0.7985076962177716,-1.2729656758128873
26,2.5779415157551897,2.578700529074361,2.5832425505088623,9.236982302922604,9.213136459278184,9.226508953137767,1.9837562915454279,2.004179057179289,2.005525858729668,72.45,72.55,72.61,4.253482783560398,4.253624919869357,4.257030144499196,0.4,0.3,0.3,0.45107561936021673,0.3148107398400336,0.34358970439007686
27,2.552565298261815,2.553343811341229,2.554121718809473,9.213136459278184,9.208638925336425,9.212936997823448,2.0268315914075385,2.028148247292285,2.050270164379556,70.61,70.73,70.78,4.239021940256878,4.23945449739721,4.243626264937855,0.6,0.64,0.53,0.9162907318741551,0.9162907318741551,0.8960880245566357
28,2.5416019934645457,2.542389085201363,2.543175557911976,9.2596066132791,9.242323417829233,9.246382963323112,2.0992441689760155,2.1138429683971682,2.1186622548331173,67.58,67.81,68.01,4.233236561088719,4.234686046775173,4.237434294689934,0.21,0.15,0.31,-0.1743533871447778,-0.23572233352106983,0.2468600779315258
29,2.60859812213055,2.6093342281630525,2.6217658325051976,9.03145291191651,9.02725852623582,9.032050676295599,2.1849270495258133,2.186051276738094,2.187174241482718,69.52,69.58,69.63,4.237434294689934,4.237578730308009,4.241038941372905,0.37,0.28,0.35,0.5007752879124892,0.4762341789963717,0.5128236264286637
30,2.5201129055226197,2.5447466501440172,2.551786178627545,9.372459221452617,9.348448774093812,9.354786976341211,2.180417459019838,2.206074192613202,2.2071749081893874,69.8,69.92,70.01,4.272211768666675,4.2781927309286685,4.281100716083921,0.27,0.2,0.26,0.2700271372130602,0.01980262729617973,0.17395330712343798
31,2.6616571615324998,2.663052835171474,2.6741486494265287,9.417191926513414,9.415564321987441,9.424644974623188,2.336986519711378,2.337952236831337,2.3389170222414357,72.42,72.49,72.53,4.344843843546165,4.345492309945908,4.349115971216622,0.13,0.1,0.22,-0.3856624808119846,-0.4942963218147801,-0.23572233352106983
32,2.516889695641051,2.531313022602156,2.552565298261815,8.859647499714997,8.838986793496787,8.852950887099581,1.6389967146756448,1.6789639750827108,1.7298840655099674,69.68,69.75,69.78,4.121473229610353,4.1260047149499695,4.138999202762532,0.59,0.32,0.43,0.9282193027394288,0.6471032420585384,0.7929925155296614
34,2.5572273113676265,2.558776498354456,2.559550192783766,9.311361486034912,9.307013259236443,9.319015388601839,2.017566137961748,2.0268315914075385,2.028148247292285,68.69,68.74,68.78,4.239598641541604,4.241038941372905,4.2431955089544555,0.1,0.19,0.09,-0.579818495252942,-0.2484613592984996,-0.5978370007556204
35,2.6525374911719513,2.653241964607215,2.6665335208992764,9.247154345098899,9.200087995511831,9.20923976653215,2.281361456542419,2.306577114263583,2.307572634505085,66.93,67.05,67.16,4.274441423993944,4.272351267864781,4.277082698901271,0.8,0.53,0.7,0.9820784724121582,0.712949807856125,0.883767540168595
36,2.505525936990736,2.5185025992165158,2.519308076505333,9.256651274839433,9.254739959272866,9.26321741157695,1.9712993830601329,1.986503546020567,2.0135687975291283,67.01,67.18,67.3,4.203796695783181,4.209308814022622,4.2153815572649345,0.19,0.21,0.17,0.0769610411361284,0.08617769624105241,0.02955880224154443
37,2.6108048166633746,2.611539300721366,2.612273245708441,9.329011901693681,9.305377787310935,9.311361486034912,2.3767644911682972,2.391511302188447,2.392425796993835,72.25,72.38,72.45,4.3292849234158215,4.3292849234158215,4.330864910577949,0.02,0.11,0.09,-1.3093333199837622,-0.527632742082372,-0.527632742082372
39,2.4832385926873033,2.4840729690394228,2.4849066497880004,9.223355309053677,9.20170317858052,9.213535262872702,1.965712776351493,1.979621206397625,1.9810014688665833,73.02,73.14,73.21,4.233961566558017,4.2336716274432,4.236278058110767,0.47,0.44,0.41,0.8064758658669485,0.8415671856782185,0.7419373447293773
40,2.5687881337687024,2.569554123848285,2.570319527636131,8.793915423631676,8.759668671029939,8.756997183623554,1.8453002361560848,1.8468787684491346,1.8484548129046001,68.43,68.53,68.57,4.136765278106052,4.131640346965797,4.131800899266054,0.93,1.13,1.1,1.4701758451005926,1.5040773967762742,1.5260563034950492
41,2.6762154775821916,2.6837575085331657,2.6878474937846906,9.413689295962213,9.40894529884324,9.413036288021287,2.390595970316759,2.391511302188447,2.3933394562625097,71.28,71.37,71.42,4.348081978620944,4.349503442968322,4.351309662011821,0.38,0.45,0.39,0.3987761199573678,0.4762341789963717,0.41871033485818504
42,2.4782176616372036,2.4790562361098245,2.4807312783775197,9.369990189505721,9.352707613263105,9.369052063131004,2.004179057179289,2.005525858729668,2.0095554142156695,69.1,69.21,69.32,4.233381604239311,4.232075457910378,4.235988789957173,0.15,0.12,0.04,-0.3285040669720361,-0.5108256237659907,-0.9942522733438669
43,2.4501426573516603,2.451005098112319,2.462149662665384,9.073145132798338,9.060679597421776,9.067970030684457,1.7334238922150915,1.7833912195575383,1.7850704810772584,70.11,70.18,70.22,4.1555964382538635,4.160600357999166,4.1644923221241825,1.08,1.29,0.86,1.3862943611198906,1.4469189829363254,1.2556160374777743
44,2.545531271604435,2.546315277916644,2.547098670044448,9.1539816383068,9.154087430425385,9.156939595249067,2.1065702090680887,2.131796772013764,2.135349173618132,59.16,59.41,59.62,4.15481230898919,4.160756327741352,4.163559631243574,1.18,1.22,0.98,1.4701758451005926,1.4906543764441336,1.332366019094335
45,2.4932054526026954,2.494031557565001,2.4948569806411682,9.263975921142093,9.242613932526478,9.260938424739274,1.9671123567059163,1.9685099809725544,1.9878743481543455,74.43,74.55,74.61,4.25063580654847,4.2487809155265195,4.254619308757319,0.48,0.53,0.68,0.8415671856782185,0.8919980393051105,1.0188473201992472
46,2.670694414558441,2.671386216730619,2.6720775406433925,9.192583650386924,9.191768986390747,9.19624144759668,2.1770218700187,2.196112848483529,2.1972245773362196,66.89,66.94,66.95,4.254335298531042,4.257454983420831,4.258445572902527,0.71,0.45,0.84,1.095273387402595,0.7884573603642703,1.1118575154181303
47,2.501435951739211,2.502255288122613,2.503073953743449,9.259035293514941,9.233861567017529,9.24763615671988,1.918392120161421,1.9387416595767009,1.9712993830601329,71.26,71.43,71.56,4.2249341319257026,4.225372824628505,4.232801305369117,0.75,0.48,0.86,1.0438040521731147,0.8197798314933114,1.1817271953786161
48,2.5680215564985067,2.590767040487478,2.5915163848462583,9.112286431500795,9.093918908958932,9.108086137937427,2.018895041811802,2.020222182019865,2.0215475632609334,73.22,73.4,73.55,4.242764567340374,4.24577726598231,4.249209272783016,0.65,0.55,0.88,0.9477893989335261,0.9631743177730056,1.1755733298042381
49,2.3580197998821464,2.3589654264301534,2.359910159613315,8.64979915596426,8.589141690728821,8.596928159435091,1.5933085305042167,1.5953389880545987,1.5973653311998313,65.6,65.73,65.85,4.014760082879258,4.004419854694114,4.007333185232471,1.82,1.86,0.78,1.840549633397487,1.713797927758343,1.3029127521808397
50,2.6253929674212007,2.6490076604684267,2.649714624089247,9.43460329655831,9.41001056710475,9.421330367117822,2.3350522831315472,2.340843805111136,2.362739015813793,76.75,76.85,76.93,4.366912996863833,4.369321262176328,4.374876130645041,0.19,0.24,0.15,-0.01005033585350145,0.11332868530700327,-0.16251892949777494
51,2.5817308344235403,2.5824869781268642,2.5832425505088623,9.278466201023782,9.26245832623829,9.256842205627603,2.1540850846756014,2.155244505095337,2.1713368063840917,70.79,70.99,71.19,4.273187854639731,4.272490747605575,4.275554390163365,0.1,0.12,0.28,-0.5621189181535413,-0.35667494393873245,0.17395330712343798
52,2.6525374911719513,2.653241964607215,2.6539459421090092,9.405249044275608,9.371182897093012,9.380167531188448,2.349468678892896,2.373043556642607,2.3739750890807185,71.79,71.93,72.06,4.339510497570803,4.339771321776768,4.3419855851366975,0.21,0.25,0.21,-0.2484613592984996,-0.040821994520255166,-0.06187540371808753
54,2.711377991194885,2.7120422223717475,2.712706012638404,9.306831672164943,9.281171552736774,9.283033057369623,2.4379897300002487,2.4527277514237653,2.453587966530573,72.77,72.82,72.82,4.356708826689592,4.355810987855469,4.356324137321509,0.09,0.08,0.16,-0.6348782724359695,-0.7765287894989963,-0.2744368457017603
55,2.534490149976828,2.5352828571130672,2.5360749363624,9.364090971782101,9.347577390281268,9.364776725280601,2.0980179272527715,2.1126345090356,2.1138429683971682,67.61,67.74,67.83,4.246493239378686,4.24735173134728,4.25063580654847,0.16,0.17,0.18,-0.21072103131565253,-0.3285040669720361,-0.08338160893905101
56,2.6567569067146595,2.65745841498615,2.658159431488745,9.237469039364436,9.214431989879436,9.217216675915616,2.1587147225743437,2.1815467646169897,2.199444334074532,75.2,75.24,75.27,4.30999343177405,4.310262068444571,4.31361395198771,0.61,0.86,0.75,1.000631880307906,1.169381359556317,1.1019400787607843
57,2.505525936990736,2.5079719227189963,2.5087859235779435,8.957381735582787,8.936692688488204,8.938662873666118,2.125847914493992,2.127040520479115,2.128231705849268,65.14,65.67,65.9,4.166975253257008,4.168059600044382,4.170379248498098,0.22,1.03,0.95,0.5653138090500605,1.184789984909162,1.1786549963416462
58,2.702032128776647,2.703372611551099,2.7040421797046714,9.589393056132515,9.579003173560242,9.587268821942159,2.327277705584417,2.3513752571634776,2.372111155642656,73.98,74.04,74.06,4.382651439442724,4.385645080196593,4.390118804571218,0.42,0.26,0.25,0.19885085874516517,-0.040821994520255166,-0.05129329438755058
60,2.5572273113676265,2.558002204858551,2.558776498354456,9.478227817099784,9.4511666581427,9.453443401029997,2.2741856184723477,2.298577071596507,2.299580583973747,70.09,70.32,70.47,4.309455941839047,4.311470041210748,4.3130784050476105,0.28,0.23,0.18,0.3148107398400336,0.23901690047049992,0.1823215567939546
61,2.598979106047848,2.599722324216582,2.6004649904222727,9.316860215353856,9.314520190885846,9.316320695513415,2.280339484046726,2.281361456542419,2.302585092994046,69.19,69.22,69.26,4.290048397777529,4.290185431008302,4.294151248171873,0.69,0.97,1.51,1.128171090909654,1.2584609896100056,1.5303947050936475
62,2.574899688314705,2.5756610130564646,2.5764217586237734,9.425371103179842,9.424322081498007,9.433883843311719,1.916922612182061,1.918392120161421,1.9530276168241774,67.17,67.35,67.48,4.234830879855301,4.236278058110767,4.243051882383293,0.26,0.21,0.15,0.058268908123975824,-0.020202707317519466,-0.23572233352106983
63,2.547098670044448,2.5478814489493886,2.548663615590751,8.895355616996392,8.863332833439587,8.873748128154395,2.0693912058263346,2.0706530356467567,2.0918640616783932,65.75,65.86,65.93,4.160600357999166,4.1563799531415535,4.161847435323687,0.09,0.08,0.12,-0.843970070294529,-0.7985076962177716,-0.4942963218147801
64,2.4630018143999504,2.489064659936664,2.514465452029545,8.95789673495042,8.955060950631902,8.95364003713313,1.9974177062012453,2.0347056478384444,2.064327903869788,70.75,70.87,70.94,4.179298268102264,4.189957726425047,4.199154926574446,0.5,0.31,0.59,0.7839015438284094,0.5364933705145685,0.8109302162163288
65,2.6490076604684267,2.649714624089247,2.6504210882655737,9.563248229345671,9.538636417313219,9.546169544733285,2.421256622711544,2.422144328051685,2.435366204227864,71.8,71.87,71.9,4.370965687314457,4.368561383720311,4.37197629882038,0.2,0.36,0.33,-0.11653381625595151,0.22314355131420976,0.20701416938432612
66,2.6078614738467776,2.60859812213055,2.6093342281630525,9.297526733655099,9.298625936843543,9.307194813340065,2.0744289998562917,2.1077860146889784,2.1090003439213802,68.91,69.02,69.07,4.257030144499196,4.2626798770413155,4.264509188745424,0.21,0.36,0.39,0.06765864847381486,0.2700271372130602,0.41871033485818504
67,2.574899688314705,2.5756610130564646,2.5764217586237734,8.585599224080298,8.568836424568076,8.567125560164447,1.8453002361560848,1.8946168546677629,1.8961194845522977,60.23,60.64,60.66,4.03706849440237,4.043402083484526,4.043577445168448,1.78,1.57,2.94,1.824549292051046,1.7715567619105355,2.0943301541735866
68,2.5249283241374862,2.5257286443082556,2.5352828571130672,9.339876293325217,9.317579122645782,9.325898712610455,2.225704048658088,2.244955980157409,2.2460147415056513,63.02,63.27,63.44,4.226979720014808,4.229021132213981,4.233236561088719,0.28,0.32,0.32,0.5247285289349821,0.5247285289349821,0.5423242908253617
69,2.4432162227337915,2.444084655267745,2.453587966530573,9.378478484253662,9.36990494164752,9.372459221452617,2.0980179272527715,2.1065702090680887,2.136530508663963,71.9,72.03,72.1,4.260423812914633,4.2615524812060075,4.268577942166303,0.16,0.19,0.29,-0.21072103131565253,-0.35667494393873245,0.13976194237515863
71,2.510411940196362,2.5185025992165158,2.5321082512722946,9.247732491193245,9.226607344440055,9.239607869656751,1.9615022438151495,2.0014800002101243,2.0028304393079956,70.17,70.23,70.25,4.223763342972998,4.22829253473184,4.23309149689756,0.43,0.23,0.24,0.44468582126144574,0.13976194237515863,0.1570037488096647
72,2.5160822672564502,2.516889695641051,2.517696472610991,9.20552881497896,9.190647738630446,9.197052477649247,1.9919755158985601,1.9933388426264242,2.0215475632609334,65.88,66.09,66.27,4.193284510077004,4.1929825321191005,4.1993049978585875,0.07,0.21,0.12,-0.8209805520698302,-0.21072103131565253,-0.5621189181535413
73,2.6275629501895237,2.6282852326333477,2.6297282343267403,9.60642831827175,9.580799870885532,9.587063011218692,2.365559892155434,2.3693087250369538,2.382320061012899,71.57,71.6,71.6,4.362206507224575,4.359908829420263,4.363098624788363,0.15,0.15,0.27,-0.4462871026284195,-0.3011050927839216,0.0769610411361284
74,2.540814281726296,2.552565298261815,2.553343811341229,9.384713758920963,9.380420642347783,9.381432446818588,2.0943301541735866,2.0955609235597192,2.0980179272527715,69.8,69.85,69.9,4.264930862797635,4.267036570040212,4.268017718062014,0.24,0.16,0.2,-0.08338160893905101,-0.13926206733350766,-0.11653381625595151
75,2.50470927708418,2.505525936990736,2.506341930508065,9.219300113347655,9.196140022575042,9.191157552559408,1.7900914121273581,1.840549633397487,1.8748743759385615,71.37,71.63,71.84,4.204244757921959,4.209011637200227,4.21419952403038,0.4,0.56,0.66,0.5068176023684519,0.7793248768009977,0.9001613499442714
76,2.599722324216582,2.6004649904222727,2.60859812213055,9.324026136379999,9.305559638557117,9.300363874623772,2.259677591982769,2.2607208888953467,2.2834022735772717,72.26,72.42,72.58,4.308245532169378,4.306898911982042,4.312140507209715,0.32,0.22,0.36,0.0769610411361284,0.1570037488096647,0.3293037471426003
77,2.481567748522486,2.482403519569882,2.4832385926873033,9.088172738001974,9.069928218259438,9.07383312732152,1.8421356765531218,1.8562979903656263,1.8578592709325787,67.04,67.21,67.33,4.1570063233468115,4.157475843662191,4.159351723530711,0.21,0.24,0.4,-0.030459207484708574,0.131028262406404,0.5068176023684519
81,2.5305171610400525,2.531313022602156,2.5360749363624,9.443275825752862,9.42641902556827,9.440419814291506,2.136530508663963,2.1610215286722587,2.175887439948088,68.51,68.76,68.99,4.268297869345539,4.27151398062636,4.278054044290903,0.46,0.42,0.63,0.6678293725756554,0.7419373447293773,0.959350221334602
82,2.556451816951096,2.5572273113676265,2.558002204858551,9.374922172292127,9.363061458993847,9.37305428246393,2.0438143640366846,2.065596134857783,2.066862759472976,71.85,72.06,72.18,4.272769648736932,4.275832438267478,4.2781927309286685,0.1,0.09,0.17,-0.6348782724359695,-0.7339691750802004,-0.31471074483970024
83,2.543175557911976,2.543961412569315,2.556451816951096,9.006509131694346,8.976767625171433,8.98054977794018,2.1114245875328868,2.1412419425852827,2.1701959049483,65.3,65.9,66.18,4.180828022110238,4.184946706904381,4.194189897191817,0.46,0.63,0.3,0.636576829071551,0.8458682675776092,0.5068176023684519
84,2.5241273629412815,2.5376572151735295,2.5384474167160302,9.108086137937427,9.101640955052842,9.111624399037025,2.0320878452963655,2.064327903869788,2.089391872533004,68.34,68.46,68.52,4.2033484327947255,4.2103482379784065,4.215972050343799,0.9,0.6,0.46,1.0543120297715298,0.8109302162163288,0.7371640659767196
86,2.551786178627545,2.552565298261815,2.553343811341229,9.447781227991216,9.430840432344976,9.441293350181875,2.1644717908644115,2.192770226986839,2.217027204632399,74.28,74.38,74.44,4.314416735011824,4.317221411307766,4.32280727501391,0.18,0.3,0.41,-0.08338160893905101,0.2468600779315258,0.412109650826833
87,2.7738379416402132,2.7744619666214616,2.7750856024383683,9.563318491070625,9.55506418479516,9.557328550325371,2.477378383367209,2.4782176616372036,2.501435951739211,70.35,70.52,70.63,4.392100720245356,4.39247189253542,4.397284637062863,0.18,0.06,0.14,-0.2613647641344075,-0.8915981192837836,-0.4462871026284195
89,2.6369121732688705,2.637627736805664,2.63834278867739,9.777243825961877,9.770127573790836,9.760021257510846,2.3398808777377424,2.340843805111136,2.362739015813793,74.99,75.1,75.18,4.401706705440709,4.401829261970061,4.4046439245392905,0.03,0.07,0.1,-1.8325814637483102,-1.171182981502945,-0.843970070294529
90,2.6290069937617573,2.6297282343267403,2.6304489550786583,9.2299469016151,9.209840246934501,9.228573140237243,2.105352923464337,2.145931282948669,2.1471001901536506,69.82,69.93,70.0,4.261975403606051,4.2656332579940335,4.268997904375876,0.1,0.21,0.15,-0.527632742082372,0.04879016416943204,-0.21072103131565253
91,2.548663615590751,2.569554123848285,2.570319527636131,9.227689010310796,9.217415285648144,9.224046019032295,2.1377104498038118,2.1540850846756014,2.179286876649552,67.08,67.15,67.24,4.232075457910378,4.237434294689934,4.242908235180575,0.41,0.44,0.47,0.494696241836107,0.6097655716208943,0.712949807856125
92,2.4865719291070616,2.4874035299865875,2.488234439880675,9.085117227222105,9.074291527512907,9.071997422354437,1.9300710850255671,1.9558604799084813,1.9572739077056285,71.62,71.71,71.84,4.200204952921578,4.202899968776446,4.203647297112551,0.26,0.19,0.34,0.27763173659827955,0.02955880224154443,0.3852624007906449
94,2.349468678892896,2.3504224224082058,2.3513752571634776,8.819813136232225,8.757940876678804,8.760453046315272,1.4770487243883548,1.5195132049061133,1.5623463049002497,66.27,66.44,66.62,4.035655565873421,4.030872139266527,4.037774210733707,1.59,1.45,0.79,1.8748743759385615,1.8293763327993617,1.5260563034950492
95,2.5494451709255714,2.550226115908643,2.551786178627545,9.435481925953065,9.434683203865875,9.435481925953065,2.1701959049483,2.194999882314108,2.196112848483529,70.72,71.06,71.21,4.290596418067994,4.296604902619887,4.298101399736121,0.5,0.55,0.98,0.5822156198526637,0.688134638736401,1.1052568313867783
97,2.4731713935695794,2.4740142086215764,2.474856313934499,9.069237530998182,9.042513261332681,9.05321861620397,2.1016921506146558,2.102913897864978,2.1041341542702074,72.18,72.34,72.52,4.223470431430189,4.220683484265119,4.223763342972998,0.33,0.25,0.32,0.43178241642553783,0.3364722366212129,0.4824261492442928
98,2.649714624089247,2.6504210882655737,2.6511270537025893,9.239704980606087,9.231122911158712,9.234349824436535,2.265921108622454,2.269028309465203,2.2700619012884857,66.34,66.42,66.45,4.26619481914876,4.26619481914876,4.267176792994939,0.95,1.28,1.28,1.3001916620664788,1.3987168811184478,1.3937663759585917
99,2.542389085201363,2.5603232890727545,2.5610957881455465,8.701013624333928,8.670772279344538,8.68676717538769,1.814824742159051,1.8702625307159986,1.900613874140137,68.82,68.96,69.08,4.113166316462689,4.119199763220277,4.126973081713828,0.71,0.61,0.76,1.205970806988609,1.1662709371419244,1.199964782928397
101,2.689886230474539,2.6905648867611904,2.691243082785829,9.618003063627834,9.608445125678054,9.61573881119536,2.431857428698185,2.432735777459091,2.4406063908914204,72.98,73.14,73.23,4.394078715698023,4.394202210604015,4.397038392294319,0.25,0.23,0.23,0.14842000511827322,0.0769610411361284,0.09531017980432493
102,2.6078614738467776,2.6093342281630525,2.6100697927420065,9.415727201701133,9.407550541263888,9.412872969386267,2.162172939277301,2.163323025660538,2.191653532286764,70.19,70.29,70.35,4.294151248171873,4.294151248171873,4.299459911016919,0.26,0.28,0.17,0.03922071315328133,0.17395330712343798,-0.10536051565782628
