Id,Harapan Lama Sekolah (2019),Harapan Lama Sekolah (2020),Harapan Lama Sekolah (2021),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang)(2019),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2020),Pengeluaran per Kapita Disesuaikan (Ribu Rupiah/Orang) (2021),Rata-rata Lama Sekolah (2019),Rata-rata Lama Sekolah (2020),Rata-rata Lama Sekolah (2021),Umur Harapan Hidup Saat Lahir (UHH) (2019),Umur Harapan Hidup Saat Lahir (UHH) (2020),Indeks Pembangunan Manusia (2019),Indeks Pembangunan Manusia (2020),Indeks Pembangunan Manusia (2021),Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2019) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2020) ,Indeks Keparahan Kemiskinan (P2) Menurut Kabupaten/Kota (2021) ,Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2019),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2020),Indeks Kedalaman Kemiskinan (P1) Menurut Kabupaten/Kota (2021)
79,2.5779415157551897,2.589266665112243,2.6108048166633746,9.20029003612268,9.178230318057949,9.187174093944343,2.1234584270966104,2.1540850846756014,2.155244505095337,62.51,62.6,4.197502654324727,4.201553368737545,4.207524426932059,0.17,0.19,0.37,0.009950330853168092,0.131028262406404,0.36464311358790924
85,2.787477334733532,2.797281334830153,2.7978909051019993,9.517236663351769,9.498297406622395,9.489334816030398,2.4397349311412793,2.449279472144849,2.451005098112319,69.37,69.55,4.376385754783795,4.378395048439832,4.378771341953209,0.39,0.37,0.17,0.47000362924573563,0.47000362924573563,-0.10536051565782628
88,2.5603232890727545,2.5641798306825083,2.5733752977756086,9.018937706446035,8.967121656230923,8.982937763741589,2.1736147116970854,2.1972245773362196,2.1983350716202463,63.65,63.91,4.182813210209709,4.180828022110238,4.186923743515194,0.26,0.39,0.48,0.35065687161316933,0.5481214085096876,0.688134638736401
93,2.6152036507358583,2.615934912194404,2.6166656393003573,9.356084386028888,9.343821763350663,9.350884616968491,2.1424163408412245,2.1471001901536506,2.1482677326096886,77.38,77.47,4.3292849234158215,4.3288895362607525,4.330601752681694,0.35,0.33,0.37,0.371563556432483,0.44468582126144574,0.4762341789963717
96,2.6290069937617573,2.6297282343267403,2.6304489550786583,9.188094763028863,9.174816815907135,9.175955945114351,2.180417459019838,2.192770226986839,2.1938856760707046,72.17,72.37,4.281791848878036,4.283034685466931,4.284551613290046,0.13,0.17,0.23,-0.19845093872383832,-0.23572233352106983,-0.020202707317519466
100,2.7862450486872667,2.7868613815264998,2.7899373605743945,9.629379600111465,9.605014129006127,9.60871372627059,2.451005098112319,2.4518667957098,2.4612967841488667,70.68,71.04,4.400603020246817,4.400234854322551,4.403054001865957,0.22,0.22,0.2,-0.01005033585350145,-0.030459207484708574,-0.15082288973458366
105,2.5006159434931803,2.501435951739211,2.513656063073986,9.189627330378642,9.166492972195906,9.176680170483548,1.884034745337226,1.9213246735826988,1.944480556245719,74.23,74.41,4.229021132213981,4.231784971343338,4.23945449739721,0.34,0.21,0.4,0.4637340162321402,0.3293037471426003,0.598836501088704
116,2.481567748522486,2.5079719227189963,2.5087859235779435,8.936166649549195,8.918382504661613,8.910585718290132,1.9726911717329554,1.9878743481543455,2.0228711901914416,67.12,67.38,4.151039905898646,4.157162854614252,4.161535811762424,0.9,0.79,1.0,1.220829921392359,1.128171090909654,1.2669476034873244
122,2.4973291697865574,2.5185025992165158,2.540814281726296,8.965973184210347,8.952475967933584,8.955835144218959,1.9947003132247452,2.0228711901914416,2.0592388343623163,72.33,72.67,4.197051560414364,4.2049910823091645,4.215972050343799,0.58,0.53,0.46,0.8109302162163288,0.7793248768009977,0.7793248768009977
123,2.545531271604435,2.546315277916644,2.547098670044448,9.431401757086068,9.421330367117822,9.42641902556827,2.263844264677615,2.281361456542419,2.302585092994046,71.27,71.4,4.307437777682809,4.309859086371819,4.315218874092267,0.14,0.38,0.29,-0.12783337150988489,0.3293037471426003,0.20701416938432612
132,2.523325759691945,2.5241273629412815,2.5249283241374862,9.080117784926209,9.074864232413733,9.075322160298095,2.1041341542702074,2.105352923464337,2.1210632163706555,69.05,69.21,4.214051671586849,4.2146429502441345,4.217888748313555,0.93,0.69,0.82,1.3137236682850553,1.0577902941478545,1.1939224684724346
143,2.5718485799218085,2.5726122302071057,2.5733752977756086,9.268797941547751,9.244741798693514,9.259511415982631,2.234306252240751,2.259677591982769,2.2607208888953467,68.79,69.0,4.268577942166303,4.270675991750506,4.274441423993944,0.22,0.2,0.28,-0.040821994520255166,0.08617769624105241,0.2151113796169455
144,2.4344901638739844,2.444084655267745,2.4449523342809676,9.256269303864583,9.223059144383958,9.232101863757695,2.050270164379556,2.0706530356467567,2.0831845279586703,69.22,69.36,4.2168571366974925,4.217888748313555,4.221857882521061,0.26,0.15,0.27,0.23111172096338664,-0.13926206733350766,0.131028262406404
148,2.7073833121145063,2.70805020110221,2.7087166456453704,9.58293787645873,9.579487217410236,9.589461504744746,2.316487998163037,2.3194422100604686,2.344686269012681,72.8,72.96,4.373868446972418,4.375002019736917,4.381151251637927,0.16,0.09,0.2,-0.35667494393873245,-0.6931471805599453,-0.3856624808119846
149,2.599722324216582,2.6004649904222727,2.6019486702196644,9.073259831427816,9.056256356593467,9.06357899058078,1.9401794743463283,1.9600947840472698,1.9615022438151495,64.49,64.66,4.173001695045377,4.174387269895637,4.176999240344289,0.28,0.16,0.33,0.28517894223366247,0.0,0.3987761199573678
154,2.63834278867739,2.6390573296152584,2.6397713603489157,8.995536944936974,8.98969370086056,8.990939806940807,2.2669579153508947,2.2679936482244267,2.269028309465203,68.04,68.14,4.239310332472287,4.23945449739721,4.240463070352095,0.66,0.36,0.71,0.8628899551470398,0.4824261492442928,0.9202827531436925
157,2.5862591440482876,2.587011872725154,2.5945081597030812,9.063115652219658,9.044049632254756,9.047233034106032,2.050270164379556,2.0515563381903004,2.0681277817795625,66.11,66.33,4.195245147157833,4.194189897191817,4.199605072879594,0.51,0.65,0.26,0.7793248768009977,0.8796267475025636,0.27763173659827955
165,2.599722324216582,2.6004649904222727,2.601207105484161,9.06577692078483,9.038602608721874,9.048291920021784,2.21375387928743,2.2438960966453663,2.244955980157409,71.16,71.27,4.256321678298823,4.257454983420831,4.260282639765531,0.34,0.46,0.6,0.4885800148186709,0.6097655716208943,0.7884573603642703
172,2.503073953743449,2.503891949699081,2.5217206229107165,9.371863806132854,9.350537002469466,9.352794339771116,2.020222182019865,2.0215475632609334,2.0228711901914416,68.87,69.1,4.239021940256878,4.2381562642541795,4.242477169723796,0.32,0.14,0.23,0.412109650826833,0.01980262729617973,0.26236426446749106
174,2.5478814489493886,2.567254391136754,2.5680215564985067,8.739536422559677,8.710124927322207,8.725020038618554,1.8325814637483102,1.884034745337226,1.9125010869241836,69.29,69.43,4.126811752359602,4.132924044189576,4.140273494110501,1.14,0.97,1.1,1.4770487243883548,1.415853163361435,1.4445632692438664
179,2.8495497633759097,2.8581928595319295,2.8678989020441064,9.858751658694736,9.835101639669663,9.841665338892785,2.4379897300002487,2.4388627112865935,2.4612967841488667,74.56,74.65,4.4618770161616155,4.461415282342953,4.467974946810247,0.2,0.28,0.21,-0.16251892949777494,0.17395330712343798,0.06765864847381486
180,2.6100697927420065,2.6108048166633746,2.611539300721366,9.213236175088209,9.215924750270084,9.213136459278184,2.1424163408412245,2.157559320943788,2.187174241482718,61.3,61.56,4.198554416122531,4.2033484327947255,4.209011637200227,0.48,0.53,0.48,0.688134638736401,0.7929925155296614,0.7080357930536959
181,2.624668592163159,2.6311691567662523,2.6369121732688705,9.590350910611878,9.58493381641726,9.574358290170174,2.190535589185423,2.201659174404085,2.2289385528257473,73.56,73.68,4.345621952780082,4.348469851145039,4.3528552573736015,0.03,0.11,0.09,-1.3093333199837622,-0.5621189181535413,-0.6733445532637656
188,2.533696813957432,2.534490149976828,2.5360749363624,9.202711344811691,9.196038587265322,9.19299073364107,1.9021075263969205,1.9035989509835904,1.9050881545350582,68.83,68.93,4.2049910823091645,4.205140280369866,4.206184043977636,0.27,0.16,0.14,0.2468600779315258,-0.18632957819149348,-0.2744368457017603
193,2.5952547069568657,2.6108048166633746,2.615934912194404,9.124782483614537,9.110188490025742,9.11482017011877,2.086913556518537,2.102913897864978,2.1126345090356,67.67,67.82,4.222591181666628,4.226687749209813,4.230622180514649,0.17,0.09,0.29,-0.21072103131565253,-0.4780358009429998,0.2151113796169455
195,2.580216829592325,2.6026896854443837,2.6034301519721073,9.147187556970914,9.127393451155257,9.135616825780247,2.0451088625993306,2.0719132752590443,2.0992441689760155,70.13,70.41,4.233961566558017,4.241038941372905,4.246636372564359,0.58,0.73,0.52,0.7839015438284094,1.0043016091968684,0.8628899551470398
197,2.547098670044448,2.5478814489493886,2.548663615590751,9.504352368122833,9.48888078651068,9.49408972140025,2.1598687907924505,2.1701959049483,2.1849270495258133,67.83,68.0,4.278054044290903,4.278885875754368,4.282758633015213,0.11,0.1,0.22,-0.6733445532637656,-0.5621189181535413,-0.08338160893905101
198,2.545531271604435,2.546315277916644,2.558776498354456,8.927181388251986,8.918650278126863,8.922124823918258,2.169053700369523,2.188295946591918,2.189416394888408,70.75,70.93,4.214790715297968,4.217594110715667,4.220683484265119,0.36,0.61,0.61,0.4885800148186709,0.85015092936961,0.9001613499442714
202,2.6188546222977394,2.6195832197798796,2.620311286794203,9.198571388376184,9.17678358844734,9.19532825185568,1.9754689512968577,2.020222182019865,2.0215475632609334,72.65,72.77,4.256463411698536,4.260000233663683,4.263524590592881,0.4,0.31,0.18,0.5306282510621704,0.36464311358790924,0.0769610411361284
209,2.529720665577793,2.5305171610400525,2.531313022602156,9.371608519572305,9.326433090963036,9.36314729221994,2.0992441689760155,2.1138429683971682,2.1234584270966104,71.3,71.41,4.271653577192511,4.268437915561019,4.276804998260776,0.28,0.17,0.3,0.0,-0.13926206733350766,0.16551443847757333
213,2.626840145676667,2.6390573296152584,2.6397713603489157,9.52588077255636,9.510370887608827,9.518560095645512,2.3263016196113617,2.327277705584417,2.3485140248824456,73.21,73.32,4.35619587463936,4.357221515754911,4.362206507224575,0.14,0.1,0.17,-0.527632742082372,-0.4462871026284195,-0.1743533871447778
216,2.542389085201363,2.543175557911976,2.543961412569315,9.486076373409563,9.48105429619781,9.481664377815145,2.1294214739848565,2.130609828254235,2.1435893615035875,70.51,70.59,4.288402532641213,4.288677031682191,4.291417885803126,0.13,0.08,0.09,-0.5978370007556204,-0.916290731874155,-0.7339691750802004
217,2.5680215564985067,2.5687881337687024,2.570319527636131,9.491752831414368,9.47262771040802,9.483644576482009,2.1174596088673567,2.1412419425852827,2.166765369851511,74.34,74.46,4.316554344376219,4.318421011584911,4.324397521837245,0.24,0.36,0.24,0.13976194237515863,0.3220834991691132,0.03922071315328133
225,2.5201129055226197,2.547098670044448,2.559550192783766,8.803123730829212,8.746716349694486,8.760609847570002,1.9600947840472698,2.0001277349601105,2.0014800002101243,66.99,67.18,4.133244711179657,4.135166556742356,4.141546163706395,0.42,0.37,0.13,0.4054651081081644,0.04879016416943204,-0.3285040669720361
228,2.468099531471619,2.468946630209271,2.474856313934499,9.134970064951407,9.114710140960932,9.127284796838858,1.827769906751088,1.8562979903656263,1.8976198599275322,69.94,70.1,4.179451348852659,4.181439269073034,4.190714786041794,0.2,0.21,0.34,0.08617769624105241,0.131028262406404,0.45107561936021673
233,2.506341930508065,2.50715725872282,2.513656063073986,8.837536046107568,8.837826364007704,8.841881989497114,2.096790180014449,2.122261538862764,2.150598735996164,62.16,62.38,4.1198498526304625,4.12552017969055,4.1330843905380314,1.61,1.49,1.72,1.6882490928583902,1.6974487897568136,1.7404661748405046
238,2.578700529074361,2.579458966729223,2.5832425505088623,9.16272451803452,9.159047077588632,9.158415299111264,2.0399207835175526,2.0731719286662407,2.0744289998562917,67.23,67.52,4.2153815572649345,4.221711158142542,4.224202549480315,0.16,0.24,0.29,-0.1743533871447778,0.058268908123975824,0.0769610411361284
246,2.551006451492524,2.551786178627545,2.552565298261815,9.45735668770195,9.458293602198967,9.463896729698588,2.1447610078004784,2.174751721484161,2.175887439948088,70.38,70.53,4.28771595520264,4.29346860769209,4.29510616264318,0.25,0.24,0.26,0.10436001532424286,0.04879016416943204,0.08617769624105241
250,2.4630018143999504,2.463853240590168,2.464703942470481,9.293853972204001,9.27058845232154,9.283590833715776,1.9110228900548727,1.918392120161421,1.9198594718553708,71.6,71.82,4.223470431430189,4.2227377769905,4.225811324964407,0.46,0.47,0.65,0.8919980393051105,0.8878912573524571,1.0116009116784799
253,2.574137783515943,2.5832425505088623,2.5915163848462583,9.342245442856122,9.326878188224134,9.332911924364364,2.1938856760707046,2.2278615467981093,2.2289385528257473,64.82,64.91,4.244917420701475,4.250208060053033,4.2531984503199265,0.18,0.16,0.4,-0.13926206733350766,-0.13926206733350766,0.4252677354043441
254,2.6239436918052106,2.643333886382519,2.653241964607215,9.16502914926618,9.136478523377727,9.133351330448047,2.0399207835175526,2.0412203288596382,2.066862759472976,71.57,71.83,4.25405120762004,4.255470855785784,4.261693475213995,0.14,0.16,0.15,-0.2744368457017603,-0.08338160893905101,-0.12783337150988489
257,2.403334996094189,2.4042387467205457,2.405141681319138,9.02401079378469,8.98054977794018,8.970050661827003,2.145931282948669,2.172476407647025,2.1736147116970854,59.64,59.97,4.119199763220277,4.119524860752399,4.120986493168521,1.41,0.91,0.97,1.5085119938441398,1.264126727145683,1.3001916620664788
258,2.6609585935683597,2.6616571615324998,2.6623552418400807,9.536112711175099,9.527556974530281,9.533582619826515,2.312535423847214,2.3135250330323798,2.336986519711378,73.6,73.75,4.36386266404621,4.36398994718773,4.369194655858504,0.23,0.22,0.28,0.131028262406404,-0.020202707317519466,0.058268908123975824
267,2.561867690924129,2.5626389983283526,2.563409711275944,9.250137841850249,9.231808278591423,9.23620303150191,2.1126345090356,2.1412419425852827,2.1424163408412245,72.29,72.43,4.2691378525952635,4.271653577192511,4.273884476054178,0.21,0.42,0.46,0.04879016416943204,0.5423242908253617,0.5423242908253617
270,2.4655539212721855,2.4664031782234406,2.4765384001174837,9.28933637820268,9.286653054825347,9.288134399416203,2.200552367428894,2.2126603854660587,2.217027204632399,70.32,70.4,4.257738109130536,4.260000233663683,4.2631023230097185,0.26,0.21,0.1,-0.01005033585350145,-0.2876820724517809,-0.6348782724359695
274,2.6932749155200555,2.6939512767227085,2.6946271807700692,9.260082463870997,9.234837843576571,9.254739959272866,2.3105532626432224,2.334083760053417,2.3350522831315472,72.01,72.11,4.3222766302681075,4.323072491830211,4.3267781604434035,0.04,0.17,0.11,-1.3862943611198906,-0.4780358009429998,-0.843970070294529
283,2.540814281726296,2.5494451709255714,2.558776498354456,9.368369236201092,9.341807134718488,9.348448774093812,2.295560478057081,2.301584592660462,2.302585092994046,71.31,71.38,4.303389189156809,4.302712827954156,4.305550475963267,0.16,0.19,0.17,-0.13926206733350766,-0.020202707317519466,-0.16251892949777494
285,2.458733775483977,2.4595888418037104,2.460443177609626,9.306740866262498,9.28637505825218,9.29228895462335,1.9242486522741338,1.9600947840472698,1.9615022438151495,72.13,72.35,4.2296036282257905,4.233381604239311,4.235988789957173,0.34,0.25,0.5,0.3293037471426003,0.25464221837358075,0.6575200029167941
288,2.60859812213055,2.6093342281630525,2.6100697927420065,9.319374133000306,9.279866434624793,9.310004695089129,2.2082744135228043,2.2213750375685026,2.222459048514761,72.21,72.34,4.3010876921685295,4.298509146938508,4.304875575485466,0.19,0.16,0.37,-0.05129329438755058,-0.09431067947124129,0.19885085874516517
293,2.5265283244788197,2.546315277916644,2.547098670044448,9.340666633651757,9.341807134718488,9.351753124926507,2.028148247292285,2.0360119837525,2.0693912058263346,66.49,66.66,4.223763342972998,4.230040277676,4.237145360853772,0.31,0.71,0.78,0.5933268452777344,0.9242589015233319,1.0224509277025455
294,2.448415541205585,2.474856313934499,2.4756977107026903,8.941152882160566,8.913819350857198,8.917578753781104,1.8870696490323797,1.9213246735826988,1.9242486522741338,71.65,71.84,4.16418152181088,4.170688128809434,4.173309766520395,0.07,0.1,0.14,-0.6931471805599453,-0.5447271754416722,-0.2484613592984996
300,2.517696472610991,2.5185025992165158,2.519308076505333,9.220686664030326,9.215029361462314,9.218506934642576,2.089391872533004,2.1016921506146558,2.102913897864978,67.98,68.04,4.2244952466871455,4.226103551734458,4.227271605597732,0.11,0.2,0.12,-0.616186139423817,-0.31471074483970024,-0.5447271754416722
302,2.6354795082673745,2.6361960973342264,2.653241964607215,9.231220849555537,9.18039649560311,9.170247278409738,2.3243465847755584,2.3350522831315472,2.336019869080283,68.2,68.25,4.284551613290046,4.279301532151069,4.28123898086119,1.48,2.43,2.05,1.6389967146756448,1.8453002361560848,1.7934247485471162
304,2.506341930508065,2.50715725872282,2.5079719227189963,8.945984124827898,8.919854372191667,8.91341571815747,1.9615022438151495,1.9947003132247452,1.9960599327407849,64.35,64.61,4.135806352029695,4.13804241748782,4.13947725232944,0.61,0.68,0.96,0.9783261227936078,0.9858167945227654,1.1410330045520618
306,2.6546494243750947,2.6658383522929006,2.6665335208992764,9.533510237357516,9.543521484499182,9.528357644224037,2.402430427963762,2.410542234499138,2.4150205223238337,70.46,70.7,4.356452383554451,4.362461479179042,4.362971228138722,0.94,0.84,1.29,1.1410330045520618,1.0331844833456545,1.2919836816486494
308,2.6939512767227085,2.6946271807700692,2.6953026282797072,9.789982851739307,9.784422445377189,9.790430830243832,2.3485140248824456,2.3504224224082058,2.3513752571634776,74.13,74.18,4.409398581469732,4.409520198982804,4.410492606984553,0.15,0.24,0.17,-0.4780358009429998,-0.13926206733350766,-0.2876820724517809
311,2.7040421797046714,2.7047112998366956,2.7053799725463312,9.553291574695105,9.550733483340633,9.551800150108434,2.4432162227337915,2.444084655267745,2.4449523342809676,73.19,73.21,4.391605609454205,4.391605609454205,4.392224459650327,0.09,0.08,0.07,-0.843970070294529,-0.8209805520698302,-0.916290731874155
313,2.509599262378372,2.519308076505333,2.531313022602156,9.403931521028369,9.383032379794294,9.38252741428954,2.0693912058263346,2.1004689088719113,2.1016921506146558,70.71,70.91,4.264087336809195,4.268857936568244,4.272490747605575,0.11,0.08,0.34,-0.5108256237659907,-0.527632742082372,0.131028262406404
316,2.611539300721366,2.6152036507358583,2.615934912194404,9.319912008405474,9.30546871706776,9.3101857069459,2.061786606441115,2.063058062429312,2.064327903869788,68.58,68.79,4.256888491407381,4.257171777528256,4.259293869291585,0.21,0.11,0.16,0.01980262729617973,-0.40047756659712525,-0.21072103131565253
322,2.5862591440482876,2.598979106047848,2.599722324216582,9.423433587436891,9.4054136126953,9.411156511406302,2.337952236831337,2.3532782073095637,2.3580197998821464,69.93,70.08,4.316420877575887,4.319619174545265,4.32267464022361,0.26,0.18,0.31,0.1906203596086497,0.0,0.29266961396282004
325,2.6239436918052106,2.624668592163159,2.6253929674212007,9.429315246418172,9.394743094973961,9.39424400995279,2.3933394562625097,2.3942522815198695,2.405141681319138,73.89,74.03,4.358118089622206,4.354526960971297,4.357477761752469,0.14,0.18,0.21,-0.5108256237659907,-0.2876820724517809,-0.07257069283483537
346,2.601207105484161,2.613006652415316,2.613739521630969,9.145161645951188,9.14782646658694,9.159468041602427,2.075684492802124,2.102913897864978,2.1041341542702074,70.37,70.43,4.243626264937855,4.2504932447120325,4.252629541187814,0.17,0.3,0.36,-0.08338160893905101,0.16551443847757333,0.3220834991691132
348,2.458733775483977,2.4840729690394228,2.506341930508065,8.685922794690725,8.668711839055147,8.662158961666423,1.927164106234258,1.9572739077056285,1.9947003132247452,67.98,68.04,4.1021473742851216,4.108411819433536,4.116921116401006,1.15,0.99,1.32,1.556037135706985,1.5040773967762742,1.601405740736836
353,2.5321082512722946,2.5392369943330477,2.556451816951096,9.18993356219852,9.17076759685636,9.179881164491475,1.925707441737794,1.9430489167742813,1.944480556245719,71.4,71.6,4.223030903183424,4.225226615110005,4.2310583855379225,0.09,0.19,0.19,-0.4462871026284195,0.0769610411361284,0.0
358,2.556451816951096,2.5733752977756086,2.574137783515943,8.934059722248843,8.898502209646642,8.896588071791218,1.8764069432883397,1.8870696490323797,1.922787731634459,66.98,67.08,4.151984341668515,4.1515122352784415,4.156223299267966,1.37,1.52,2.16,1.631199404215613,1.715598108262491,1.9125010869241836
365,2.4423470353692043,2.4501426573516603,2.4731713935695794,9.157256000883727,9.104757609401117,9.117676687112763,2.0268315914075385,2.057962510002712,2.0706530356467567,67.81,67.89,4.190866129212723,4.18950321539533,4.197953544841121,0.13,0.2,0.12,-0.35667494393873245,-0.06187540371808753,-0.4155154439616658
369,2.4932054526026954,2.503073953743449,2.503891949699081,9.177093778182547,9.15472194821317,9.149421957006766,1.998773638612381,2.0241930674493576,2.0541237336955462,73.35,73.59,4.2358441244958005,4.239598641541604,4.244343779498307,0.18,0.62,0.46,0.2151113796169455,0.8796267475025636,0.7030975114131134
383,2.5756610130564646,2.5771819258971713,2.5779415157551897,9.363061458993847,9.356516482133785,9.363747918605496,2.0541237336955462,2.0554049638515948,2.05668455455722,71.22,71.38,4.272351267864781,4.272909070138343,4.274998061915358,0.34,0.35,0.38,0.4252677354043441,0.4885800148186709,0.5007752879124892
396,2.6100697927420065,2.6108048166633746,2.611539300721366,9.191463316206494,9.193906065512758,9.201904893155081,2.199444334074532,2.225704048658088,2.2267833795777636,67.79,67.9,4.252344965204106,4.257454983420831,4.259152536523347,0.83,0.82,0.82,1.199964782928397,1.1908875647772805,1.1878434223960523
404,2.5603232890727545,2.5626389983283526,2.563409711275944,9.402282172147128,9.389824573949976,9.398478314091577,2.080690761080268,2.081938421878423,2.0831845279586703,75.63,75.73,4.305955197722586,4.3054155323020415,4.307303088477945,0.08,0.16,0.18,-0.4620354595965587,-0.040821994520255166,-0.05129329438755058
409,2.4832385926873033,2.4840729690394228,2.4849066497880004,9.14686794902061,9.145268375232467,9.150590367570409,2.0706530356467567,2.0719132752590443,2.0744289998562917,69.25,69.26,4.213164097564083,4.213312081286144,4.2146429502441345,0.31,0.16,0.25,0.23111172096338664,-0.13926206733350766,0.11332868530700327
418,2.505525936990736,2.513656063073986,2.523325759691945,9.196748418456716,9.172638504792172,9.184304357425342,1.9851308622085946,2.0215475632609334,2.0228711901914416,73.59,73.75,4.240751047315928,4.2447740412475055,4.249352017769341,0.3,0.31,0.25,0.3148107398400336,0.3920420877760237,0.37843643572024505
419,2.6878474937846906,2.7006898466959175,2.7140322727797574,9.589666822474653,9.556409270127691,9.587543170366375,2.3485140248824456,2.349468678892896,2.3504224224082058,74.17,74.27,4.384523514872469,4.383400690227026,4.391481793444637,0.11,0.21,0.32,-0.5621189181535413,-0.3285040669720361,0.06765864847381486
424,2.6525374911719513,2.653241964607215,2.6539459421090092,9.755799279636523,9.734299374132137,9.740733301234702,2.3739750890807185,2.3749057545736716,2.39698576841553,74.14,74.28,4.402074329977659,4.400725712106366,4.406231323370699,0.14,0.13,0.24,-0.6348782724359695,-0.4942963218147801,-0.2484613592984996
